Corpus	Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std
SM04-Mozetič	li_li-n-l-v	46.83	11.74	52.85	8.22	53.71	8.61
RE03-Du	ss-pt_ss-pt-e	54.52	8.01	52.85	5.64	59.78	6.89
LT01-Zehe	li-pt_li-pt-n	46.54	10.15	52.85	9.36	52.72	10.04
SM01-Cieliebak	lt-pt_lt-pt-n-v	46.67	7.61	52.84	5.52	53.99	5.7
RE01-Klinger	sc_r-e-l-s-t-v	69.43	9.11	52.84	5.71	75.96	6.84
MI03-Rauh	lt_r-e-n-s-t-v	46.85	10.1	52.84	7.11	52.71	7.06
RE01-Klinger	sc_r-e-l-n-t-s-v	69.43	9.11	52.84	5.71	75.96	6.84
RE03-Du	ss-pt_ss-pt	54.49	8.01	52.83	5.63	59.74	6.9
RE05-Prettenhofer	r_r-n	50.81	5.34	52.83	4.97	53.5	4.86
LT01-Zehe	sc-ps_sc-ps-n	45.53	8.31	52.83	7.28	52.9	7.46
RE03-Du	ss-pt_ss-pt-l	54.49	8.01	52.83	5.63	59.74	6.9
NA01-Bütow	ss-ps_ss-ps-e-l-n-s	42.81	9.97	52.83	8.47	52.05	8.63
SM06-Momtazi	lt_r-e-n-s-t	45.84	6.96	52.83	5.63	54.22	5.8
SM04-Mozetič	ss-pt_ss-pt-e	45.09	5.83	52.81	5.13	54.48	4.74
SM03-Narr	ss-ps_ss-ps-n-v	46.47	9.81	52.81	6.33	53.95	6.7
MI01-Clematide	r_r-s-v	45.88	16.49	52.81	12.52	52.92	13.81
LT01-Zehe	ps_ps-l-v	46.4	18.44	52.81	13.63	52.83	15.01
MI03-Rauh	lt-pt_lt-pt-e-l-n-s-v	47.83	9.11	52.81	6.23	52.67	6.35
NA01-Bütow	ss-ps_ss-ps-l-n-s-t	42.73	10.4	52.81	8.83	52.06	8.99
RE01-Klinger	r_r-t	64.82	12.16	52.8	8.66	73.29	9.26
MI03-Rauh	li-pt_li-pt-e-l-n-s-v	47.69	8.52	52.8	5.84	52.7	5.8
RE04-Guhr	sc_r-v	58.16	9.74	52.79	6.1	59.13	8.51
SM04-Mozetič	sc-ps_sc-ps-e	44.89	5.63	52.79	4.93	54.35	4.51
SM02-Sidarenka	ss_r-e-l-n-s	50.37	3.81	52.79	3.06	59.03	2.77
SM02-Sidarenka	sc_r-e-l-n-t	50.35	4.21	52.79	3	58.72	3.65
MI03-Rauh	ss_ss-e-n-l-v	49.84	6.24	52.78	4.81	52.31	4.81
MI03-Rauh	ss_ss-e-n-v	49.84	6.24	52.78	4.81	52.31	4.81
MI03-Rauh	ss_ss-n-l-v	49.84	6.24	52.78	4.81	52.31	4.81
SM06-Momtazi	sc_sc-n-l-s	47.35	6.17	52.78	5.15	54.32	5.34
MI03-Rauh	ss_ss-n-v	49.84	6.24	52.78	4.81	52.31	4.81
SM06-Momtazi	sc_sc-n-s	47.35	6.17	52.78	5.15	54.32	5.34
MI03-Rauh	ss_ss-n-v	49.84	6.24	52.78	4.81	52.31	4.81
MI03-Rauh	lt-pt_lt-pt-n-v	48.92	8.07	52.78	5.41	52.75	5.52
MI03-Rauh	lt_r-t-v	47.26	9.41	52.78	6.36	52.71	6.43
RE02-Sänger	r_r-l	49.18	12.85	52.78	11.12	57.63	11.4
SM06-Momtazi	lt_r-e-l-n-s	47.02	6.96	52.78	5.44	54.48	5.7
RE03-Du	lt_r-t	51.61	9.77	52.77	7.2	57.79	9.26
SM06-Momtazi	li_li-l	49.48	6.88	52.77	6.34	54.67	6.52
SM06-Momtazi	sc-ps_sc-ps-e	47.45	6.85	52.76	5.7	54.48	5.72
RE01-Klinger	ss_r-n-v	68.86	11.66	52.76	6.93	75.12	9.18
RE04-Guhr	sc_r-t	54.49	8.13	52.76	4.84	58.99	6.34
SM01-Cieliebak	sc-pt_sc-pt-e-l-s-t	45.05	4.48	52.76	3.73	54.67	3.66
SM01-Cieliebak	li-ps_li-ps-e-l-s-t	44.84	4.85	52.76	4.13	54.64	4.21
SM01-Cieliebak	sc-pt_sc-pt-e-n-s-t	45.05	4.48	52.76	3.73	54.67	3.66
SM01-Cieliebak	sc-pt_sc-pt-e-l-n-t-s	45.05	4.48	52.76	3.73	54.67	3.66
SM01-Cieliebak	li-ps_li-ps-e-l-n-t-s	44.84	4.85	52.76	4.13	54.64	4.21
LT01-Zehe	lt_r	45.85	13.25	52.75	12.08	52.43	12.94
LT01-Zehe	lt_r-e	45.85	13.25	52.75	12.08	52.43	12.94
RE04-Guhr	r_r-s	53.77	7.82	52.75	5.35	59.25	6.46
RE01-Klinger	ss_r-e-l-s-t	63.77	9.41	52.75	6.37	72.6	7.35
RE01-Klinger	ss_r-e-l-n-t-s	63.77	9.41	52.75	6.37	72.6	7.35
LT01-Zehe	li_r	45.49	13.06	52.74	12.26	52.42	12.92
LT01-Zehe	lt_r-v	47.94	15.1	52.74	12.75	53.07	13.2
LT01-Zehe	li_r-e	45.49	13.06	52.74	12.26	52.42	12.92
LT01-Zehe	lt_r-e-v	47.94	15.1	52.74	12.75	53.07	13.2
SM04-Mozetič	li_li-n-l-t-v	46.53	11.85	52.73	8.32	53.58	8.67
SM04-Mozetič	li_li-l-t-v	46.53	11.85	52.73	8.32	53.58	8.67
RE03-Du	lt-pt_lt-pt-e	55.92	9.56	52.73	7.17	59.49	9.33
LT01-Zehe	li-ps_li-ps-n	46.29	9.91	52.73	9.26	52.67	9.86
SM06-Momtazi	lt-pt_lt-pt-t	47.53	6.2	52.72	5.36	54.12	5.78
RE03-Du	lt-pt_lt-pt	55.89	9.56	52.71	7.16	59.47	9.32
SM01-Cieliebak	lt_lt-v	47.95	7.16	52.71	5.53	54.13	5.5
SM06-Momtazi	lt_r-t	46.76	6.94	52.71	5.85	54.14	5.97
SM06-Momtazi	lt-pt_lt-pt-s	46.68	6.83	52.71	5.73	54.26	5.96
SM03-Narr	pt_pt-e-l-n-s	44.89	6.42	52.71	5.26	54.81	5.05
SM01-Cieliebak	ss_r-e-n-s-t-v	46.29	6.82	52.71	4.39	54.64	4.22
SM01-Cieliebak	lt-ps_lt-ps-e-l-s-t	44.6	4.37	52.7	3.87	54.6	3.81
SM01-Cieliebak	lt-ps_lt-ps-e-l-n-t-s	44.6	4.37	52.7	3.87	54.6	3.81
MI03-Rauh	lt_lt-e-n-v	50.09	6.67	52.69	4.49	53.1	4.5
SM03-Narr	ss_ss-n-l-s	45.41	7.16	52.69	5.99	54.22	6.13
MI03-Rauh	lt_lt-n-v	50.09	6.67	52.69	4.49	53.1	4.5
SM03-Narr	ss_ss-n-s	45.41	7.16	52.69	5.99	54.22	6.13
MI03-Rauh	lt_lt-n-v	50.09	6.67	52.69	4.49	53.1	4.5
MI03-Rauh	li_r-n-v	47.46	8.36	52.69	5.41	52.6	5.68
RE03-Du	li_r-e	52.76	9.16	52.68	6.9	58.6	8.24
MI01-Clematide	ps_ps-e-l-n-s-v	46.65	16.89	52.68	12.18	52.91	13.3
RE02-Sänger	sc_r-e-l-s-t	47.68	12.06	52.68	9.82	57.36	11.01
RE02-Sänger	sc_r-e-l-n-t-s	47.68	12.06	52.68	9.82	57.36	11.01
SM04-Mozetič	lt-ps_lt-ps-e	45.41	5.36	52.67	4.75	54.38	4.29
RE03-Du	lt-pt_lt-pt-l	55.93	9.55	52.67	7.13	59.44	9.25
MI03-Rauh	li_r-l-v	48.24	9.29	52.67	6.78	52.41	7.27
RE01-Klinger	sc_r-l-n-s-t-v	69	9.37	52.67	5.83	75.63	7.11
SM04-Mozetič	li_li-l-v	47.04	11.51	52.66	7.96	53.63	8.31
MI03-Rauh	lt-pt_lt-pt-s-v	47.87	9.3	52.66	6.41	52.4	6.8
SM04-Mozetič	li_li-l-v	47.04	11.51	52.66	7.96	53.63	8.31
RE03-Du	li_r	52.71	9.17	52.65	6.91	58.56	8.25
MI03-Rauh	lt_lt-e-n-t-v	49.81	6.88	52.64	4.61	53.04	4.69
SM04-Mozetič	li_li-e-n-t-s	44.58	6.38	52.64	5.35	54.17	5.24
MI03-Rauh	lt_lt-e-t-v	49.81	6.88	52.64	4.61	53.04	4.69
SM04-Mozetič	li_li-e-t-s	44.58	6.38	52.64	5.35	54.17	5.24
MI03-Rauh	lt_lt-n-t-v	49.81	6.88	52.64	4.61	53.04	4.69
MI03-Rauh	lt_lt-t-v	49.81	6.88	52.64	4.61	53.04	4.69
SM04-Mozetič	li-ps_li-ps-e	45.22	5.92	52.64	5.13	54.26	4.82
RE05-Prettenhofer	sc_r-n	50.83	4.58	52.64	4.84	53.31	4.67
MI03-Rauh	lt_lt-t-v	49.81	6.88	52.64	4.61	53.04	4.69
MI03-Rauh	li-pt_li-pt-s-v	47.73	8.71	52.64	5.82	52.4	6.03
SM04-Mozetič	lt_r-l-v	46.7	12.79	52.64	8.82	53.62	9.18
RE01-Klinger	sc-pt_sc-pt-e-l-n-s	68	8.23	52.64	5.43	75.4	5.95
SM01-Cieliebak	ss-pt_ss-pt-e-l-s-t	44.91	4.72	52.64	3.78	54.55	3.78
SM04-Mozetič	li_li-e-n-s-t	44.58	6.38	52.64	5.35	54.17	5.24
SM01-Cieliebak	ss-pt_ss-pt-e-n-s-t	44.91	4.72	52.64	3.78	54.55	3.78
SM01-Cieliebak	ss-pt_ss-pt-e-l-n-t-s	44.91	4.72	52.64	3.78	54.55	3.78
SM01-Cieliebak	li_li-l-t-v-s	46.41	11.24	52.63	8.78	53.56	9.23
MI01-Clematide	ps_ps-n-v	46.16	17.85	52.63	14.03	52.59	15.28
NA02-Ploch	sc_r-s-v	45.76	8.66	52.63	6.52	55.54	5.93
SM01-Cieliebak	ps_ps-e-l-n-s-v	45.74	10.29	52.63	7.58	54.43	7.34
SM04-Mozetič	li-ps_li-ps-e-l-n-t	44.99	6.32	52.63	4.87	54.14	4.81
SM01-Cieliebak	li_li-l-n-s-t-v	46.41	11.24	52.63	8.78	53.56	9.23
MI01-Clematide	c_r-s-v	45.67	16.39	52.62	12.36	52.74	13.65
SM06-Momtazi	li_r-e-n-s-t	45.42	7.25	52.62	5.95	53.92	6.05
MI03-Rauh	lt-pt_lt-pt-t-v	48.54	8.28	52.61	5.6	52.58	5.74
RE01-Klinger	r_r-s-v	66.39	13.7	52.61	8.4	73.65	10.23
MI03-Rauh	li_r-e-n-s-t-v	46.47	10.36	52.61	7.4	52.47	7.37
SM04-Mozetič	lt_lt-n-v-s	45.88	10.49	52.6	7.4	53.49	7.47
MI03-Rauh	li_li-e-v	48.83	8.5	52.6	5.95	52.44	6.54
MI03-Rauh	li_li-v	48.83	8.5	52.6	5.95	52.44	6.54
MI03-Rauh	li_li-e-v	48.83	8.5	52.6	5.95	52.44	6.54
SM01-Cieliebak	li_li-l-v-s	47.46	11.17	52.59	8.38	53.95	8.96
SM03-Narr	ss_ss-n-l	46.34	6.62	52.59	5.6	54.12	5.77
SM03-Narr	ss_ss-n	46.34	6.62	52.59	5.6	54.12	5.77
RE03-Du	lt_r-n	51.81	9.56	52.59	7.21	57.92	9.35
LT01-Zehe	ss-pt_ss-pt-n	45.28	8.94	52.59	8.51	52.56	9.26
SM04-Mozetič	lt-pt_lt-pt-s-v	45.55	11.41	52.59	8.05	53.54	8.03
SM01-Cieliebak	li-ps_li-ps-e-l-n-s	44.7	4.71	52.59	4	54.5	4.12
MI01-Clematide	ps_ps-e-l-s-t-v	46.51	17.44	52.59	12.61	52.79	13.73
MI01-Clematide	ps_ps-l-n-s-t-v	46.51	17.44	52.59	12.61	52.79	13.73
MI01-Clematide	ps_ps-e-l-n-t-s-v	46.51	17.44	52.59	12.61	52.79	13.73
SM04-Mozetič	lt_lt-n-v	46.56	7.79	52.58	5.59	53.29	5.59
SM04-Mozetič	lt_lt-v	46.97	8.11	52.58	5.81	53.33	5.65
SM04-Mozetič	lt_lt-n-v	46.56	7.79	52.58	5.59	53.29	5.59
MI03-Rauh	sc-pt_sc-pt-n-v	47.62	8.13	52.58	4.94	52.56	5.18
SM06-Momtazi	li-pt_li-pt-t	46.89	7	52.58	5.88	53.93	6.43
SM06-Momtazi	lt_r-l-n-s-t	46.08	7.59	52.58	6.24	53.99	6.4
RE05-Prettenhofer	r_r	51.47	5.54	52.57	6.66	53.26	6.29
NA02-Ploch	ss_r-t-v	47.71	13.29	52.57	9.37	56.44	9.07
SM01-Cieliebak	lt-ps_lt-ps-e-l-n-s	44.52	4.34	52.57	3.86	54.5	3.82
MI03-Rauh	lt-pt_lt-pt-e-l-n-t-v	48.48	8.13	52.57	5.49	52.53	5.61
SM06-Momtazi	lt-ps_lt-ps-e-l-s-t	45.43	6.77	52.57	5.37	53.88	5.64
SM01-Cieliebak	li_r-l-n-s-t-v	46.3	11.76	52.57	9.13	53.58	9.49
SM01-Cieliebak	lt-pt_lt-pt-l-n-s-t-v	45.6	9.13	52.57	6.88	53.62	7.01
SM06-Momtazi	lt-ps_lt-ps-e-l-n-t-s	45.43	6.77	52.57	5.37	53.88	5.64
NA02-Ploch	ss_r-l-v	48.63	11.26	52.56	8.24	55.93	8.23
SM06-Momtazi	lt-pt_lt-pt-e-l-n-s	46.06	6.13	52.56	4.77	54.04	5.05
SM01-Cieliebak	li-ps_li-ps-e-n-s-t	44.58	4.67	52.56	3.99	54.48	4.1
RE04-Guhr	r_r-e	55.42	8.24	52.54	5.68	59.48	6.8
SM06-Momtazi	li_li-n	47.04	6.08	52.54	4.89	53.95	5.32
SM04-Mozetič	lt_lt-n-t-v-s	45.61	10.64	52.53	7.54	53.39	7.57
SM04-Mozetič	lt_lt-t-v-s	45.61	10.64	52.53	7.54	53.39	7.57
SM06-Momtazi	li_li-n-s	45.89	6.4	52.53	5.28	53.87	5.61
SM06-Momtazi	li_r-e-l-n-s	46.54	7.16	52.53	5.83	54.17	5.99
SM01-Cieliebak	ps_ps-e-l-s-t-v	45.56	10.45	52.53	7.79	54.34	7.51
SM06-Momtazi	lt-ps_lt-ps-e-n-s-t	45.24	6.69	52.53	5.38	53.81	5.65
SM01-Cieliebak	ps_ps-e-l-n-t-s-v	45.56	10.45	52.53	7.79	54.34	7.51
SM06-Momtazi	sc-pt_sc-pt	46.91	6.57	52.52	5.29	54.11	5.38
SM03-Narr	lt_lt-l	46.2	6.13	52.52	5.49	54.03	5.22
SM06-Momtazi	sc-pt_sc-pt-l	46.91	6.57	52.52	5.29	54.11	5.38
SM06-Momtazi	pt_pt-e-l-n-t-v	47.95	10.7	52.52	7.45	54.09	7.5
RE02-Sänger	ss_r-e	47.82	11.27	52.51	10.18	57.18	10.23
RE01-Klinger	ss_r-l-n-s-t	63.28	9.53	52.51	6.4	72.21	7.5
SM04-Mozetič	lt_lt-n-t-v	46.33	7.82	52.49	5.64	53.18	5.62
SM04-Mozetič	lt_lt-t-v	46.33	7.82	52.49	5.64	53.18	5.62
SM04-Mozetič	lt_lt-t-v	46.33	7.82	52.49	5.64	53.18	5.62
MI03-Rauh	li_r-t-v	46.95	9.11	52.49	6.02	52.42	6.32
RE03-Du	sc-ps_sc-ps-e-l-n-s	51.15	6.93	52.49	5.33	58.41	5.73
RE03-Du	ss-pt_ss-pt-e-l-s-t	50.44	8.01	52.49	5.53	57.86	6.41
RE03-Du	ss-pt_ss-pt-e-n-s-t	50.44	8.01	52.49	5.53	57.86	6.41
RE03-Du	ss-pt_ss-pt-e-l-n-t-s	50.44	8.01	52.49	5.53	57.86	6.41
RE01-Klinger	r_r-e-v	65.49	12.57	52.48	7.88	72.97	9.49
SM06-Momtazi	lt_r-s	46.21	7.66	52.48	6.8	54.12	6.88
SM04-Mozetič	sc-pt_sc-pt-e-l-n-t	44.49	5.87	52.48	4.59	53.97	4.4
SM01-Cieliebak	sc-ps_sc-ps-e-l-s-t	44.64	4.59	52.48	3.84	54.39	3.78
SM01-Cieliebak	sc-ps_sc-ps-e-n-s-t	44.64	4.59	52.48	3.84	54.39	3.78
SM01-Cieliebak	sc-ps_sc-ps-e-l-n-t-s	44.64	4.59	52.48	3.84	54.39	3.78
SM01-Cieliebak	li_li-l-v	47.96	10.17	52.47	7.44	54.01	7.94
SM01-Cieliebak	li_li-l-v	47.96	10.17	52.47	7.44	54.01	7.94
MI01-Clematide	c_r-e-l-s-t	44.46	11.17	52.47	9.19	52.46	9.84
RE04-Guhr	r_r-e-n-s-t	52.94	7.33	52.47	4.74	58.91	5.81
MI01-Clematide	c_r-l-n-s-t	44.46	11.17	52.47	9.19	52.46	9.84
RE03-Du	ss-pt_ss-pt-l-n-s-t	50.41	8.01	52.47	5.54	57.83	6.41
MI01-Clematide	c_r-e-l-n-t-s	44.46	11.17	52.47	9.19	52.46	9.84
RE03-Du	lt_lt-e-v	56.27	11.45	52.46	8.68	57.2	12.58
RE03-Du	lt_lt-e-v	56.27	11.45	52.46	8.68	57.2	12.58
RE01-Klinger	sc_r-n	66.01	13.11	52.46	7.22	73.94	10.26
SM06-Momtazi	ss-pt_ss-pt-t	46.41	7.21	52.46	5.55	53.9	5.9
MI03-Rauh	sc-pt_sc-pt-e-l-n-s-v	47.17	9.37	52.46	6.18	52.29	6.35
RE04-Guhr	sc_r-e-l-s-t	53.15	6.01	52.46	4.25	58.41	5.22
SM01-Cieliebak	lt-ps_lt-ps-e-n-s-t	44.29	4.27	52.46	3.78	54.37	3.73
RE04-Guhr	sc_r-e-l-n-t-s	53.15	6.01	52.46	4.25	58.41	5.22
SM04-Mozetič	li_li-e-n-s	44.52	6.26	52.44	5.24	54	5.15
SM06-Momtazi	li_li-n-l-s	46.25	6.41	52.44	5.23	53.92	5.46
RE03-Du	lt_lt-v	56.24	11.43	52.44	8.68	57.17	12.57
NA02-Ploch	ss_r-s-v	47.13	10.8	52.44	8.68	56.04	8.37
SM04-Mozetič	lt-ps_lt-ps-e-l-n-t	44.77	5.75	52.44	4.42	54.03	4.22
RE01-Klinger	sc_r-e-n-s-t-v	69.13	8.85	52.44	5.48	75.82	6.67
LT01-Zehe	li_r-v	47.77	14.98	52.43	12.57	52.84	13.19
SM06-Momtazi	ss-ps_ss-ps-e	47.1	7.34	52.43	5.97	54.26	6.04
LT01-Zehe	li_r-e-v	47.77	14.98	52.43	12.57	52.84	13.19
SM01-Cieliebak	lt_r-l-v	47.75	11.17	52.42	8.07	53.95	8.67
SM06-Momtazi	c_r-e-l-n-s-v	48.59	10.58	52.42	7.6	54	7.67
MI03-Rauh	sc-pt_sc-pt-t-v	47.25	8.73	52.41	5.43	52.46	5.64
RE02-Sänger	ss_r-e-l-n-s	46.76	10.85	52.41	8.71	56.6	9.81
LT01-Zehe	sc-pt_sc-pt-e-l-n-s	44.88	10.35	52.41	9.75	52.27	10.27
SM06-Momtazi	ss_r-e-l-n-s-v	47.39	8.43	52.41	6.27	53.7	6.37
MI03-Rauh	sc-pt_sc-pt-e-l-n-t-v	47.25	8.73	52.41	5.43	52.46	5.64
RE05-Prettenhofer	sc_r-e	52.02	4.05	52.4	6.91	53.14	6.42
SM06-Momtazi	lt-pt_lt-pt-e	48.67	6.02	52.4	5.53	54.2	5.79
MI01-Clematide	sc_r-e-l-n-s	44.31	9.53	52.4	8.84	52.34	9.56
SM03-Narr	ss_r-e-l-n-s	45.12	5.96	52.4	4.95	54.61	4.87
SM01-Cieliebak	sc-pt_sc-pt-e-l-n-s	44.79	4.41	52.39	3.66	54.34	3.6
RE03-Du	ss-pt_ss-pt-e-l-n-s	50.57	7.44	52.38	5.37	58.02	6.09
SM03-Narr	pt_pt-e-l-s-t	44.63	6.59	52.38	5.36	54.53	5.17
SM03-Narr	pt_pt-e-l-n-t-s	44.63	6.59	52.38	5.36	54.53	5.17
LT01-Zehe	lt-ps_lt-ps-n	45.28	7.46	52.37	7	52.06	7.4
SM03-Narr	sc_r-e-l-n-t	45.43	6.55	52.37	5.3	54.5	5.17
LT01-Zehe	r_r-e-l-n-t-v	46.75	15.04	52.37	10.72	52.63	11.76
SM06-Momtazi	li_r-t	46.04	7.55	52.36	6.58	53.67	6.75
SM06-Momtazi	sc-pt_sc-pt-t	46.09	6.27	52.36	4.77	53.72	5.05
SM04-Mozetič	lt-pt_lt-pt-l-v	46.49	10.09	52.36	7.01	53.31	6.91
RE01-Klinger	r_r-s	63.03	12.83	52.35	10.57	71.99	9.98
SM02-Sidarenka	pt_pt-e-n-s-t	48.96	4.52	52.35	3.94	58.56	3.37
SM03-Narr	li_li-n-l-t	45.63	8.06	52.34	6.18	53.85	6.53
SM03-Narr	li_li-l-t	45.63	8.06	52.34	6.18	53.85	6.53
MI01-Clematide	pt_pt-n-v	46.02	18.25	52.34	14.4	52.29	15.7
RE02-Sänger	r_r-l-n-s-t	47.17	12.71	52.34	9.93	56.76	11.12
MI03-Rauh	lt_r-v	47.56	10.12	52.33	7.54	52.18	8.05
MI03-Rauh	lt_r-e-v	47.56	10.12	52.33	7.54	52.18	8.05
SM06-Momtazi	ss-pt_ss-pt-s	45.51	7.79	52.33	6.59	53.72	6.62
SM04-Mozetič	li_r-l-v	46.27	12.59	52.33	8.71	53.29	8.96
NA01-Bütow	ss-ps_ss-ps-s	42.74	10.05	52.32	8.81	51.44	9.07
LT01-Zehe	sc-ps_sc-ps-e-l-n-s	44.45	9.94	52.32	9.11	52.33	9.63
RE01-Klinger	ss_r-n	65.68	13.1	52.31	7.16	73.54	10.34
LT01-Zehe	sc-pt_sc-pt-e-l-s-t	45.06	10.44	52.31	9.42	52.26	9.94
SM06-Momtazi	li-ps_li-ps-e-l-s-t	45.4	6.86	52.31	5.43	53.64	5.71
LT01-Zehe	sc-pt_sc-pt-e-n-s-t	45.06	10.44	52.31	9.42	52.26	9.94
LT01-Zehe	sc-pt_sc-pt-l-n-s-t	45.06	10.44	52.31	9.42	52.26	9.94
LT01-Zehe	sc-pt_sc-pt-e-l-n-t-s	45.06	10.44	52.31	9.42	52.26	9.94
SM06-Momtazi	li-ps_li-ps-e-l-n-t-s	45.4	6.86	52.31	5.43	53.64	5.71
SM04-Mozetič	ss-ps_ss-ps-e	44.48	6	52.3	5.31	54.03	4.92
MI03-Rauh	li-ps_li-ps-n-v	47.34	7.4	52.3	4.06	52.02	4.26
MI01-Clematide	ps_ps-t-v	45.74	18.35	52.3	14.64	52.18	15.89
SM04-Mozetič	lt-pt_lt-pt-n-v	45.97	9.64	52.29	6.55	53.14	6.58
LT01-Zehe	sc-ps_sc-ps-e-l-s-t	44.7	10.16	52.29	9.02	52.39	9.44
LT01-Zehe	sc-ps_sc-ps-e-n-s-t	44.7	10.16	52.29	9.02	52.39	9.44
LT01-Zehe	sc-ps_sc-ps-l-n-s-t	44.7	10.16	52.29	9.02	52.39	9.44
LT01-Zehe	sc-ps_sc-ps-e-l-n-t-s	44.7	10.16	52.29	9.02	52.39	9.44
SM03-Narr	lt_lt-n-l-t	45.6	6.48	52.28	5.34	53.62	5.37
SM03-Narr	lt_lt-l-t	45.6	6.48	52.28	5.34	53.62	5.37
SM06-Momtazi	ss-pt_ss-pt	46.64	7.22	52.27	5.97	53.83	6.15
LT01-Zehe	ss-ps_ss-ps-t	44.45	9.98	52.27	8.56	52.28	9.07
SM06-Momtazi	sc-pt_sc-pt-s	45.94	7.05	52.27	6.13	53.85	6.02
SM06-Momtazi	ss-pt_ss-pt-l	46.64	7.22	52.27	5.97	53.83	6.15
LT01-Zehe	ss-ps_ss-ps-e-l-n-t	44.45	9.98	52.27	8.56	52.28	9.07
SM03-Narr	lt_lt-n-l-t-s	44.79	7.09	52.26	6.12	53.8	6.16
SM03-Narr	lt_lt-l-t-s	44.79	7.09	52.26	6.12	53.8	6.16
RE03-Du	c_r-e-l-s-t-v	50.93	13.11	52.26	8.18	56.99	9.44
SM03-Narr	lt_lt-l-n-s-t	44.79	7.09	52.26	6.12	53.8	6.16
RE03-Du	c_r-e-l-n-t-s-v	50.93	13.11	52.26	8.18	56.99	9.44
SM03-Narr	li_li-n-l-s	44.51	7.93	52.25	6.6	53.77	6.83
SM01-Cieliebak	ss-ps_ss-ps-e-l-s-t	44.39	4.95	52.25	4.02	54.19	4
SM04-Mozetič	lt-pt_lt-pt-e-l-s-t	43.99	5.76	52.25	4.65	53.82	4.46
SM01-Cieliebak	ss-ps_ss-ps-e-n-s-t	44.39	4.95	52.25	4.02	54.19	4
SM01-Cieliebak	ss-ps_ss-ps-e-l-n-t-s	44.39	4.95	52.25	4.02	54.19	4
SM04-Mozetič	lt-pt_lt-pt-e-l-n-t-s	43.99	5.76	52.25	4.65	53.82	4.46
SM06-Momtazi	li_li	47.95	6.25	52.24	5.54	53.9	5.59
SM03-Narr	lt_lt	45.58	5.95	52.24	5.25	53.64	5.01
SM06-Momtazi	lt_r-e	48.08	6.36	52.24	6.23	54.14	6.01
SM03-Narr	r_r-e-v	45.29	12.69	52.24	8.99	54.17	8.54
NA02-Ploch	ps_ps-s	46.59	11.94	52.24	10.75	56.03	10.67
RE02-Sänger	ps_ps-e-l-n-s	46.19	10.77	52.24	8.03	56.28	9.28
RE03-Du	c_r-l-n-s-t-v	50.91	13.13	52.24	8.19	56.97	9.45
SM01-Cieliebak	ss-pt_ss-pt-e-l-n-s	44.57	4.54	52.23	3.7	54.18	3.72
SM01-Cieliebak	sc_r-e-l-n-s-v	46.03	7.03	52.23	4.49	54.23	4.26
SM02-Sidarenka	ps_ps-e-n-s-t	48.93	4.48	52.23	3.91	58.49	3.35
SM06-Momtazi	li_r-l-n-s-t	45.52	7.73	52.23	6.5	53.57	6.56
SM04-Mozetič	c_r-e-l-n-t-v	45.74	13.13	52.22	8.85	53.63	8.83
SM01-Cieliebak	c_r-e-l-s-t	44.41	6.43	52.22	5.3	54.16	5.24
SM01-Cieliebak	c_r-e-l-n-t-s	44.41	6.43	52.22	5.3	54.16	5.24
SM03-Narr	lt_lt-n-l-s	44.69	6.87	52.21	5.92	53.75	5.97
SM04-Mozetič	lt-pt_lt-pt-v	46.27	9.89	52.21	6.83	53.13	6.73
NA01-Bütow	ss-pt_ss-pt-e	43.49	9.37	52.21	8.08	51.31	8.34
SM03-Narr	ps_ps-e-l-n-s	44.54	6.27	52.21	5.07	54.46	4.9
RE03-Du	lt_lt-e-l	54.76	9.5	52.2	7.3	58.1	10.02
SM04-Mozetič	lt-pt_lt-pt-t-v	45.75	9.68	52.2	6.59	53.04	6.6
SM06-Momtazi	ss_r-l-v	47.57	9.21	52.2	6.42	53.52	6.43
SM06-Momtazi	li-ps_li-ps-e-n-s-t	45.16	7.08	52.2	5.71	53.51	5.98
RE03-Du	lt_r-e	52.63	9.91	52.19	7.63	57.79	10.09
LT01-Zehe	pt_pt-l	44.52	12.19	52.19	11.02	52	12.19
RE03-Du	lt_lt-l	54.73	9.5	52.19	7.3	58.08	10.01
RE03-Du	lt_r	52.59	9.9	52.17	7.63	57.76	10.08
SM06-Momtazi	c_r-l-n-s-t-v	47.34	11.53	52.17	8.49	53.41	8.63
NA01-Bütow	ss-pt_ss-pt	43.43	9.41	52.16	8.1	51.26	8.36
NA01-Bütow	ss-pt_ss-pt-l	43.43	9.41	52.16	8.1	51.26	8.36
MI03-Rauh	li-ps_li-ps-e-l-n-t-v	47	8.14	52.16	4.78	51.93	4.99
SM04-Mozetič	lt-pt_lt-pt-e-n-s-t	43.86	5.7	52.16	4.62	53.74	4.43
SM06-Momtazi	li-pt_li-pt-e-l-n-s	45.67	6.39	52.15	5	53.62	5.33
MI01-Clematide	pt_pt-e-l-n-t	44.19	12.53	52.15	10.42	51.87	11.07
RE01-Klinger	ss_r-e-l-s-t-v	67.51	10.56	52.15	6.66	74.23	8.38
RE01-Klinger	ss_r-e-l-n-t-s-v	67.51	10.56	52.15	6.66	74.23	8.38
MI03-Rauh	sc-pt_sc-pt-e-l-s-t-v	46.57	9.87	52.14	6.54	52.02	6.68
