Corpus	Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std
MI03-Rauh	sc-pt_sc-pt-e-n-s-t-v	46.57	9.87	52.14	6.54	52.02	6.68
SM06-Momtazi	lt-pt_lt-pt-l-n-s-t	45.05	6.97	52.14	5.62	53.33	5.92
MI03-Rauh	sc-pt_sc-pt-l-n-s-t-v	46.57	9.87	52.14	6.54	52.02	6.68
MI03-Rauh	sc-pt_sc-pt-e-l-n-t-s-v	46.57	9.87	52.14	6.54	52.02	6.68
SM04-Mozetič	li_li-n-l-v-s	45.57	12.28	52.13	9.01	52.91	9.32
SM01-Cieliebak	li_r-l-v	47.33	11.16	52.13	8.2	53.64	8.67
RE03-Du	ss-ps_ss-ps-e-l-s-t	50.14	7.81	52.13	5.68	57.63	6.27
RE03-Du	ss-ps_ss-ps-e-n-s-t	50.14	7.81	52.13	5.68	57.63	6.27
RE03-Du	ss-ps_ss-ps-e-l-n-t-s	50.14	7.81	52.13	5.68	57.63	6.27
RE03-Du	c_r-e-l-n-s-v	50.98	12.78	52.12	7.92	56.92	9.18
SM06-Momtazi	ss-ps_ss-ps-t	45.4	7.51	52.11	5.53	53.45	5.92
RE03-Du	ss-ps_ss-ps-l-n-s-t	50.11	7.81	52.11	5.68	57.61	6.28
SM04-Mozetič	lt_r-l-n-s-t-v	45.34	13.46	52.11	9.94	52.95	10.16
SM03-Narr	li_li-n-l-t-s	44.46	8.12	52.1	6.73	53.64	6.96
SM03-Narr	li_li-l-t-s	44.46	8.12	52.1	6.73	53.64	6.96
LT01-Zehe	sc_r-e-l-n-t-v	46.58	13.39	52.1	9.78	53.08	10.49
SM03-Narr	sc_r-e-n-s-t-v	46.55	8.17	52.1	5.84	54.5	5.37
SM03-Narr	li_li-l-n-s-t	44.46	8.12	52.1	6.73	53.64	6.96
RE05-Prettenhofer	sc_r	51.61	4.24	52.09	6.85	52.81	6.37
MI01-Clematide	pt_pt-t-v	45.67	18.55	52.09	14.82	51.98	16.05
SM01-Cieliebak	sc_r-e-l-s-t-v	45.71	7.41	52.09	4.89	54.09	4.63
SM01-Cieliebak	sc_r-e-l-n-t-s-v	45.71	7.41	52.09	4.89	54.09	4.63
SM06-Momtazi	sc-ps_sc-ps-t	45.45	6.93	52.08	5.19	53.33	5.55
SM01-Cieliebak	c_r-e-l-n-s	44.29	6.33	52.08	5.19	54.03	5.15
MI03-Rauh	sc-ps_sc-ps-n-v	46.84	7.84	52.07	4.67	51.99	4.84
SM04-Mozetič	lt-pt_lt-pt-e-l-n-s	43.93	5.63	52.05	4.54	53.67	4.36
NA01-Bütow	ss_r-e-l-n-s-v	43.9	11.82	52.03	8.43	51.51	8.59
MI03-Rauh	li-ps_li-ps-e-n-s-t-v	46.06	9.1	52.03	6.07	51.84	6.12
MI03-Rauh	li-ps_li-ps-t-v	46.84	8.09	52.02	4.72	51.75	4.92
LT01-Zehe	li_r-s-v	46.83	14.39	52.02	12.35	52.36	12.75
RE04-Guhr	r_r-l	56.97	9.94	52.02	7.25	59.23	8.74
SM06-Momtazi	ss_r-e-l-s-t-v	46.88	7.56	52.02	5.11	53.39	5.23
SM06-Momtazi	ss_r-e-l-n-t-s-v	46.88	7.56	52.02	5.11	53.39	5.23
SM06-Momtazi	li_r-e	47.31	6.82	52.01	6.78	53.84	6.62
RE02-Sänger	sc_r-e-l-n-s	47.35	11.62	52.01	9.23	56.92	10.5
SM04-Mozetič	li_li-l-t-v-s	45.25	12.51	52	9.21	52.76	9.5
SM01-Cieliebak	sc-ps_sc-ps-e-l-n-s	44.26	4.45	52	3.71	53.97	3.67
SM04-Mozetič	sc-ps_sc-ps-e-l-n-t	43.89	5.89	52	4.63	53.49	4.43
SM04-Mozetič	li_li-l-n-s-t-v	45.25	12.51	52	9.21	52.76	9.5
SM06-Momtazi	li-pt_li-pt-s	46.1	7.08	51.99	5.92	53.54	6.15
SM06-Momtazi	c_r-l-v	49.01	11.27	51.99	8.21	53.71	8.35
SM01-Cieliebak	lt-pt_lt-pt-l-v	46.88	7.71	51.99	5.73	53.59	5.71
RE01-Klinger	ss_r-e-n-s-t	62.33	10.29	51.99	6.24	71.55	8.19
SM03-Narr	lt_lt-n-t	44.95	6.21	51.98	5.06	53.2	5.15
RE03-Du	lt_lt-e	54.2	9.72	51.98	7.54	57.73	10.35
SM03-Narr	lt_lt-t	44.95	6.21	51.98	5.06	53.2	5.15
SM03-Narr	ps_ps-e-l-s-t	44.34	6.52	51.98	5.27	54.26	5.12
SM03-Narr	ps_ps-e-l-n-t-s	44.34	6.52	51.98	5.27	54.26	5.12
RE03-Du	lt_lt	54.16	9.72	51.97	7.53	57.71	10.34
RE03-Du	ss-ps_ss-ps-e-l-n-s	50.32	7.42	51.97	5.7	57.81	6.16
RE01-Klinger	ss_r-l-n-s-t-v	66.95	10.43	51.97	6.7	73.85	8.34
RE01-Klinger	r_r	64.69	13.83	51.96	9.94	72.74	10.51
MI03-Rauh	lt_lt-e-l-v	50.29	9.09	51.95	5.66	52.24	6.77
MI03-Rauh	lt_lt-l-v	50.29	9.09	51.95	5.66	52.24	6.77
MI03-Rauh	lt_lt-l-v	50.29	9.09	51.95	5.66	52.24	6.77
SM03-Narr	lt_lt-n-l	45.17	6.35	51.94	5.36	53.31	5.36
NA02-Ploch	r_r-l-v	47.13	17.89	51.94	14.45	55.06	14.85
MI03-Rauh	sc-pt_sc-pt-v	47.4	9.83	51.93	6.68	51.87	7.26
MI03-Rauh	sc-pt_sc-pt-e-v	47.4	9.83	51.93	6.68	51.87	7.26
SM03-Narr	lt-pt_lt-pt-s	43.64	6.65	51.93	5.47	53.43	5.6
MI03-Rauh	sc-pt_sc-pt-l-v	47.4	9.83	51.93	6.68	51.87	7.26
RE04-Guhr	r_r-n	53.56	8.5	51.92	5.38	58.54	7.04
SM03-Narr	li_li-s	44.07	7.61	51.92	6.63	53.5	6.74
MI03-Rauh	lt_r-s-v	46.58	9.24	51.92	6.65	51.67	6.83
SM04-Mozetič	ss-pt_ss-pt-e-l-n-t	44	6.09	51.92	4.77	53.55	4.59
SM01-Cieliebak	lt-pt_lt-pt-s-v	46	8.63	51.91	6.45	53.46	6.54
SM03-Narr	li_li-n-l	45.13	7.85	51.9	6.09	53.46	6.44
SM03-Narr	ss_r-e-l-s-t	44.84	6.07	51.9	5.05	54.14	4.94
SM03-Narr	ss_r-e-l-n-t-s	44.84	6.07	51.9	5.05	54.14	4.94
RE02-Sänger	c_r-t-v	46.49	11.72	51.89	9.07	55.37	9.37
LT01-Zehe	c_r-e-l-n-t	44.92	11.48	51.89	9.92	51.83	10.75
RE04-Guhr	sc_r-l-n-s-t	52.26	6.24	51.89	4.4	57.67	5.44
SM03-Narr	li_li-l	45.75	7.72	51.88	6.33	53.67	6.48
RE04-Guhr	sc_r-e-n-s-t	51.9	6.61	51.88	4.02	57.85	5.12
NA01-Bütow	ss-ps_ss-ps-e	42.86	9.28	51.87	8.19	50.92	8.45
SM04-Mozetič	ss_r-e-l-n-t-v	45.39	10.44	51.87	6.32	53.53	6.09
SM03-Narr	ss_ss-n-l-t-s	44.8	7.28	51.86	6.08	53.42	6.14
SM03-Narr	ss_ss-n-t-s	44.8	7.28	51.86	6.08	53.42	6.14
SM03-Narr	ss_ss-l-t-s	44.8	7.28	51.86	6.08	53.42	6.14
SM03-Narr	ss_ss-t-s	44.8	7.28	51.86	6.08	53.42	6.14
MI03-Rauh	li-ps_li-ps-e-l-s-t-v	45.95	8.79	51.86	5.81	51.71	5.86
SM03-Narr	ss_ss-l-n-s-t	44.8	7.28	51.86	6.08	53.42	6.14
RE02-Sänger	ss_r-l-n-s-t	45.33	12.18	51.86	10.24	55.41	11.48
MI03-Rauh	li-ps_li-ps-l-n-s-t-v	45.95	8.79	51.86	5.81	51.71	5.86
MI03-Rauh	li-ps_li-ps-e-l-n-t-s-v	45.95	8.79	51.86	5.81	51.71	5.86
LT01-Zehe	lt_r-n-v	46.75	12.89	51.85	10.24	52.21	10.69
SM04-Mozetič	li-pt_li-pt-e-l-s-t	43.55	6.16	51.85	5.06	53.37	4.95
MI03-Rauh	lt-ps_lt-ps-e-l-s-t-v	46.04	9.44	51.85	6.57	51.67	6.7
RE02-Sänger	ss_r-e-n-s-t	45.49	11.84	51.85	9.84	55.88	10.83
MI03-Rauh	lt-ps_lt-ps-l-n-s-t-v	46.04	9.44	51.85	6.57	51.67	6.7
SM04-Mozetič	li-pt_li-pt-e-l-n-t-s	43.55	6.16	51.85	5.06	53.37	4.95
MI03-Rauh	lt-ps_lt-ps-e-l-n-t-s-v	46.04	9.44	51.85	6.57	51.67	6.7
RE04-Guhr	r_r	54.32	8.63	51.84	5.86	58.57	7.18
SM06-Momtazi	sc-ps_sc-ps	46.1	7.1	51.84	5.77	53.38	5.88
MI01-Clematide	ps_ps-s-v	44.48	16.34	51.84	12.33	51.89	13.47
SM06-Momtazi	sc-ps_sc-ps-l	46.1	7.1	51.84	5.77	53.38	5.88
SM01-Cieliebak	lt-pt_lt-pt-v	46.65	7.55	51.83	5.66	53.42	5.62
SM04-Mozetič	ss_r-e-v	45.38	11.49	51.83	7.63	53.63	7.07
MI01-Clematide	c_r-e-l-n-s	43.84	10.68	51.83	8.94	51.81	9.52
NA01-Bütow	ss-ps_ss-ps	42.8	9.31	51.82	8.21	50.87	8.47
LT01-Zehe	ps_ps-l	43.55	11.88	51.82	10.51	51.6	11.54
NA01-Bütow	ss-ps_ss-ps-l	42.8	9.31	51.82	8.21	50.87	8.47
SM04-Mozetič	lt-pt_lt-pt-l-n-s-t-v	44.58	11.5	51.82	8.03	52.7	8.02
SM01-Cieliebak	ss-ps_ss-ps-e-l-n-s	44.02	4.75	51.81	3.91	53.79	3.91
SM06-Momtazi	li-pt_li-pt-l-n-s-t	44.71	6.85	51.8	5.59	52.95	5.9
SM04-Mozetič	li_li-v-s	44.83	12.12	51.79	8.87	52.52	9.15
SM04-Mozetič	li_li-s-v	44.83	12.12	51.79	8.87	52.52	9.15
SM02-Sidarenka	sc_r-e-l-s-t	49	3.55	51.79	2.99	58.02	2.59
SM02-Sidarenka	sc_r-e-l-n-t-s	49	3.55	51.79	2.99	58.02	2.59
LT01-Zehe	ss-ps_ss-ps-n	44.01	9.48	51.78	8.4	51.79	8.84
MI01-Clematide	ss_r-t	44.43	9.32	51.78	7.63	51.48	8.41
MI03-Rauh	li-pt_li-pt-l-v	47.74	8.4	51.78	5.9	51.48	6.41
NA01-Bütow	ss_r-e-l-s-t-v	43.47	12.21	51.78	8.91	51.24	9.07
NA01-Bütow	ss_r-e-l-n-t-s-v	43.47	12.21	51.78	8.91	51.24	9.07
SM03-Narr	r_r-e-l-n-s-v	46.1	10.9	51.77	7.18	53.97	6.93
RE02-Sänger	ps_ps-l	46.88	11.89	51.76	10.22	56.17	10.64
LT01-Zehe	r_r-e-l-n-t	44.38	10.78	51.76	9.55	51.98	10.21
SM06-Momtazi	ss-pt_ss-pt-e-l-s-t	44.66	6.95	51.75	5.26	53.08	5.59
SM06-Momtazi	ss-pt_ss-pt-e-n-s-t	44.66	6.95	51.75	5.26	53.08	5.59
SM03-Narr	li_r-l-n-s-t	43.95	9.27	51.75	7.84	53.36	7.96
SM06-Momtazi	ss-pt_ss-pt-e-l-n-t-s	44.66	6.95	51.75	5.26	53.08	5.59
SM06-Momtazi	li_r-s	45.26	7.72	51.74	6.9	53.26	6.96
SM04-Mozetič	li_r-l-n-s-t-v	44.88	13.39	51.73	9.86	52.58	10.05
SM03-Narr	ss_r-e	44.84	7.08	51.72	6.39	53.96	6.08
RE02-Sänger	pt_pt-s-v	45.58	11.58	51.72	10.11	55.12	9.73
SM01-Cieliebak	c_r-e-n-s-t-v	44.33	10.04	51.72	7.49	53.55	7.23
MI03-Rauh	lt-ps_lt-ps-e-n-s-t-v	45.86	9.51	51.72	6.58	51.56	6.75
NA01-Bütow	ss_r-l-n-s-t-v	43.41	12.24	51.72	8.94	51.19	9.1
RE01-Klinger	r_r-n	63.72	13.28	51.71	9.13	72.27	10.34
RE02-Sänger	c_r-n-v	46.41	11.66	51.71	9	55.15	9.34
SM04-Mozetič	li-pt_li-pt-e-n-s-t	43.33	6.11	51.71	5.07	53.23	4.95
SM03-Narr	lt_lt-n-t-s	43.8	6.81	51.7	6	53.12	6.04
SM03-Narr	lt_lt-t-s	43.8	6.81	51.7	6	53.12	6.04
SM04-Mozetič	sc-pt_sc-pt-v	44.79	11.64	51.7	8.04	52.49	8.12
MI03-Rauh	ss-pt_ss-pt-n-v	46.63	8.98	51.7	6.13	51.54	6.22
SM04-Mozetič	sc-pt_sc-pt-l-v	44.79	11.64	51.7	8.04	52.49	8.12
SM04-Mozetič	c_r-e-l-n-s-v	45.02	13.23	51.7	9.27	53.08	9.26
MI03-Rauh	li-ps_li-ps-e-l-n-s-v	46.1	7.99	51.7	5.04	51.5	5.11
LT01-Zehe	lt_r-t-v	46.49	13.65	51.68	10.84	51.95	11.43
SM04-Mozetič	li-pt_li-pt-e-l-n-s	43.49	6.02	51.68	4.94	53.23	4.85
NA01-Bütow	c_r-e-l-n-s-v	44.13	17.61	51.68	13.95	51.32	14.03
RE02-Sänger	pt_pt-e-n-s-t-v	46.06	10.15	51.68	8.08	55.54	8.08
MI03-Rauh	lt-ps_lt-ps-n-v	46.75	7.57	51.67	4.12	51.53	4.6
SM06-Momtazi	lt-pt_lt-pt-l	47.57	6.32	51.67	5.62	53.3	6.06
MI03-Rauh	lt-ps_lt-ps-e-l-n-s-v	46.16	8.67	51.67	5.9	51.44	6.02
MI03-Rauh	li_r-v	46.92	10.06	51.66	7.48	51.43	8.26
MI03-Rauh	li_r-e-v	46.92	10.06	51.66	7.48	51.43	8.26
MI03-Rauh	sc-ps_sc-ps-t-v	46.23	8.31	51.66	5.05	51.67	5.18
MI03-Rauh	sc-ps_sc-ps-e-l-n-t-v	46.23	8.31	51.66	5.05	51.67	5.18
SM06-Momtazi	li-pt_li-pt-e	47.79	6.21	51.64	5.5	53.56	5.75
NA01-Bütow	c_r-e-l-s-t-v	43.95	17.89	51.64	14.28	51.28	14.36
LT01-Zehe	ss-pt_ss-pt-e-l-s-t-v	46.66	12.21	51.64	8.75	51.89	9.42
LT01-Zehe	ss-pt_ss-pt-e-n-s-t-v	46.66	12.21	51.64	8.75	51.89	9.42
LT01-Zehe	ss-pt_ss-pt-l-n-s-t-v	46.66	12.21	51.64	8.75	51.89	9.42
NA01-Bütow	c_r-e-l-n-t-s-v	43.95	17.89	51.64	14.28	51.28	14.36
LT01-Zehe	ss-pt_ss-pt-e-l-n-t-s-v	46.66	12.21	51.64	8.75	51.89	9.42
SM04-Mozetič	li_li-n-v	45.03	11.19	51.63	7.86	52.38	8.15
SM03-Narr	lt_lt-n-s	43.69	6.56	51.63	5.79	53.06	5.84
RE02-Sänger	pt_pt-v	45.96	11.74	51.63	9.96	55.09	9.6
SM04-Mozetič	li_li-n-v	45.03	11.19	51.63	7.86	52.38	8.15
MI01-Clematide	pt_pt-s-v	44.28	16.46	51.63	12.37	51.74	13.58
MI03-Rauh	sc-ps_sc-ps-e-l-n-s-v	46.1	9.18	51.63	6.03	51.41	6.22
SM06-Momtazi	ss-ps_ss-ps-s	44.89	7.94	51.62	6.75	53.11	6.77
SM06-Momtazi	lt-ps_lt-ps-e-l-n-s	44.96	6.37	51.62	4.85	53.17	5.21
SM06-Momtazi	ss-ps_ss-ps-e-l-s-t	44.37	7.02	51.62	5.36	52.95	5.6
SM06-Momtazi	ss-ps_ss-ps-e-n-s-t	44.37	7.02	51.62	5.36	52.95	5.6
SM06-Momtazi	ss-ps_ss-ps-e-l-n-t-s	44.37	7.02	51.62	5.36	52.95	5.6
SM03-Narr	lt_lt-n	44.52	6.1	51.61	5.1	52.88	5.14
SM06-Momtazi	lt-pt_lt-pt	47.5	6.19	51.6	5.65	53.22	6.02
MI03-Rauh	li-pt_li-pt-v	47.6	8.38	51.6	5.88	51.27	6.4
MI03-Rauh	li-pt_li-pt-e-v	47.6	8.38	51.6	5.88	51.27	6.4
SM06-Momtazi	lt-ps_lt-ps-t	45.71	6.38	51.6	5.5	53.04	5.96
LT01-Zehe	li_r-t-v	46.49	14.48	51.6	11.49	51.84	12.39
SM03-Narr	li_li-n-t	44.08	7.63	51.59	6.09	52.92	6.35
SM03-Narr	li_li-t	44.08	7.63	51.59	6.09	52.92	6.35
LT01-Zehe	ss-pt_ss-pt-e-l-s-t	43.87	10.01	51.59	8.87	51.69	9.66
SM04-Mozetič	c_r-e-l-s-t-v	44.81	13.43	51.59	9.5	52.97	9.46
LT01-Zehe	ss-pt_ss-pt-e-n-s-t	43.87	10.01	51.59	8.87	51.69	9.66
LT01-Zehe	ss-pt_ss-pt-l-n-s-t	43.87	10.01	51.59	8.87	51.69	9.66
SM03-Narr	ss-pt_ss-pt-l-n-s-t-v	45.29	11.04	51.59	7.51	52.94	7.77
LT01-Zehe	ss-pt_ss-pt-e-l-n-t-s	43.87	10.01	51.59	8.87	51.69	9.66
SM04-Mozetič	c_r-e-l-n-t-s-v	44.81	13.43	51.59	9.5	52.97	9.46
SM04-Mozetič	li_li-v	45.29	11.11	51.58	7.72	52.4	7.96
RE02-Sänger	c_r-e	45.95	10.6	51.58	9.58	55.73	9.51
NA01-Bütow	c_r-l-n-s-t-v	43.89	17.94	51.58	14.34	51.22	14.41
SM06-Momtazi	li-pt_li-pt-n	46.08	6.74	51.57	5.52	53.04	6.05
SM04-Mozetič	li-ps_li-ps-e-l-s-t	43.2	6.26	51.57	5.15	53.1	5.07
SM03-Narr	lt_r-l-n-s-t	43.9	9.21	51.57	7.82	53.2	7.92
SM04-Mozetič	li-ps_li-ps-e-l-n-t-s	43.2	6.26	51.57	5.15	53.1	5.07
SM06-Momtazi	li-ps_li-ps-t	45.61	7.24	51.56	6.08	52.9	6.6
MI01-Clematide	pt_pt-l	43.93	11.2	51.56	9.11	51.3	9.94
SM03-Narr	r_r-e-l-n-t-v	46.46	11.21	51.54	6.81	53.82	6.71
SM03-Narr	pt_pt-e-n-s-t	43.16	6.21	51.54	5.42	53.67	5.15
SM04-Mozetič	lt_r-e-n-s-t	43.11	6.92	51.52	5.93	53.16	5.73
SM04-Mozetič	li_li-n-t-v	44.76	11.36	51.51	7.99	52.25	8.26
SM04-Mozetič	li_li-t-v	44.76	11.36	51.51	7.99	52.25	8.26
MI03-Rauh	sc-ps_sc-ps-v	46.7	9.27	51.51	6.15	51.35	6.77
MI03-Rauh	sc-ps_sc-ps-e-v	46.7	9.27	51.51	6.15	51.35	6.77
SM04-Mozetič	li_li-t-v	44.76	11.36	51.51	7.99	52.25	8.26
SM06-Momtazi	sc-ps_sc-ps-s	45.17	7.37	51.51	6.29	53.11	6.32
MI03-Rauh	sc-ps_sc-ps-l-v	46.7	9.27	51.51	6.15	51.35	6.77
RE01-Klinger	ss_r-e-l-n-s-v	67.09	10.56	51.51	5.92	73.81	8.41
NA02-Ploch	ss_r-e-n-s-t-v	45.18	11.54	51.51	9.57	55.11	9.43
NA02-Ploch	ss_r-v	47.48	11.57	51.5	7.75	55.29	7.75
NA02-Ploch	ss_r-e-v	47.48	11.57	51.5	7.75	55.29	7.75
SM06-Momtazi	lt-pt_lt-pt-n	46.44	5.91	51.49	5.11	52.98	5.5
MI03-Rauh	ss-pt_ss-pt-t-v	46.16	9.23	51.49	6.28	51.39	6.39
MI03-Rauh	lt-ps_lt-ps-t-v	46.38	8.27	51.49	4.76	51.38	5.21
SM02-Sidarenka	sc_r-e-l-n-s	48.88	3.41	51.49	2.83	57.84	2.5
MI03-Rauh	ss-pt_ss-pt-e-l-n-t-v	46.16	9.23	51.49	6.28	51.39	6.39
SM03-Narr	li_li	44.4	7.47	51.48	6.29	53.04	6.39
SM04-Mozetič	li-pt_li-pt-l-v	45.19	11.83	51.48	8.09	52.4	8.32
RE04-Guhr	sc_r-e-l-n-s	52.26	6.01	51.48	3.91	57.75	5.14
RE02-Sänger	ps_ps-e-n-s-t-v	45.63	10	51.48	8.24	55.17	8.17
RE02-Sänger	ps_ps-s-v	45.09	11.42	51.47	10.29	54.67	9.84
MI03-Rauh	lt-ps_lt-ps-e-l-n-t-v	46.4	7.92	51.47	4.58	51.34	4.98
MI03-Rauh	lt_lt-e-v	49.84	9.06	51.46	5.15	51.75	6.39
SM06-Momtazi	ss-ps_ss-ps	45.62	7.7	51.46	6.19	53.08	6.36
MI03-Rauh	lt_lt-v	49.84	9.06	51.46	5.15	51.75	6.39
MI03-Rauh	lt_lt-e-v	49.84	9.06	51.46	5.15	51.75	6.39
SM06-Momtazi	ss-ps_ss-ps-l	45.62	7.7	51.46	6.19	53.08	6.36
RE02-Sänger	ss_r-t	45.36	12.29	51.45	10.29	55.33	11.36
SM06-Momtazi	sc_r-e-l-n-t-v	46.35	8.94	51.45	5.72	53.01	5.76
RE01-Klinger	r_r-e-n-s-t-v	64.39	10.74	51.45	5.48	72.46	7.84
RE03-Du	ss_r-l-v	51.82	7.46	51.44	3.71	56.45	6.05
MI03-Rauh	ss-pt_ss-pt-e-l-n-s-v	45.78	9.83	51.43	6.81	51.17	6.82
SM01-Cieliebak	li_li-n-v	45.26	8.99	51.42	6.79	52.41	7.25
SM06-Momtazi	lt_r-n	45.75	6.3	51.42	5.15	52.97	5.43
SM01-Cieliebak	li_li-n-v	45.26	8.99	51.42	6.79	52.41	7.25
SM04-Mozetič	li-pt_li-pt-n-v	44.61	11.72	51.42	8.24	52.22	8.46
SM03-Narr	r_r-e-l-s-t-v	45.68	10.98	51.41	7.27	53.64	7.03
SM04-Mozetič	li-ps_li-ps-e-n-s-t	42.97	6.18	51.41	5.14	52.94	5.04
SM03-Narr	r_r-e-l-n-t-s-v	45.68	10.98	51.41	7.27	53.64	7.03
SM06-Momtazi	lt_r	46.82	6.6	51.4	6.31	53.14	6.17
SM04-Mozetič	sc-pt_sc-pt-s-v	44.32	12.58	51.4	8.94	52.34	9.03
MI03-Rauh	li-ps_li-ps-s-v	46.04	8.78	51.4	5.9	51.05	6.33
SM01-Cieliebak	li_li-n-t-v	45.07	9.29	51.39	7.04	52.38	7.49
SM01-Cieliebak	li_li-t-v	45.07	9.29	51.39	7.04	52.38	7.49
RE02-Sänger	ps_ps-v	45.48	11.63	51.39	10.15	54.67	9.69
SM01-Cieliebak	li_li-t-v	45.07	9.29	51.39	7.04	52.38	7.49
NA02-Ploch	sc_r-v	45.99	9.53	51.38	5.21	54.56	5.11
NA02-Ploch	sc_r-e-v	45.99	9.53	51.38	5.21	54.56	5.11
RE01-Klinger	r_r-n-v	63.56	11.94	51.38	7.74	71.63	9.16
SM01-Cieliebak	lt_r-t-v	44.4	10.78	51.38	8.14	52.29	8.62
SM04-Mozetič	li-ps_li-ps-e-l-n-s	43.14	6.14	51.38	5.03	52.94	4.96
LT01-Zehe	c_r-e-l-n-t-v	45.89	15.36	51.38	10.8	51.42	11.96
SM06-Momtazi	pt_pt-e-l-s-t-v	46	10.06	51.38	7.12	52.68	7.26
SM06-Momtazi	pt_pt-e-l-n-t-s-v	46	10.06	51.38	7.12	52.68	7.26
SM06-Momtazi	lt-ps_lt-ps-e	47.14	6.41	51.37	5.94	53.35	6.18
MI01-Clematide	ss_r-n	44.08	9.57	51.37	7.98	50.94	8.76
SM04-Mozetič	lt-ps_lt-ps-l-v	44.69	10.85	51.37	7.45	52.3	7.24
SM04-Mozetič	ss_r-e-l-n-s-v	44.65	9.81	51.37	6.38	53.01	6.19
SM04-Mozetič	lt-ps_lt-ps-s-v	43.89	11.78	51.36	8.53	52.25	8.5
SM04-Mozetič	ss-ps_ss-ps-e-l-n-t	43.33	6.31	51.36	4.92	53.05	4.74
NA01-Bütow	ss_r-e-l-n-t-v	43.44	11.72	51.36	7.91	50.87	8.16
RE04-Guhr	sc_r-e	55.3	8.79	51.34	5.49	58.58	6.83
SM04-Mozetič	lt-ps_lt-ps-e-l-s-t	42.83	5.78	51.34	4.73	52.91	4.53
MI03-Rauh	ss-pt_ss-pt-e-l-s-t-v	45.37	10.23	51.34	7.05	51.1	7.06
MI03-Rauh	ss-pt_ss-pt-e-n-s-t-v	45.37	10.23	51.34	7.05	51.1	7.06
MI03-Rauh	ss-pt_ss-pt-l-n-s-t-v	45.37	10.23	51.34	7.05	51.1	7.06
SM04-Mozetič	lt-ps_lt-ps-e-l-n-t-s	42.83	5.78	51.34	4.73	52.91	4.53
MI03-Rauh	ss-pt_ss-pt-e-l-n-t-s-v	45.37	10.23	51.34	7.05	51.1	7.06
SM01-Cieliebak	li_li-n-v-s	44.77	10.32	51.33	7.94	52.23	8.41
MI03-Rauh	ss-ps_ss-ps-n-v	45.79	8.58	51.33	5.6	51.03	5.8
MI03-Rauh	sc-pt_sc-pt-s-v	46.46	9.94	51.33	6.93	51.01	7.42
SM06-Momtazi	li-ps_li-ps-e-l-n-s	44.83	6.42	51.33	4.92	52.88	5.25
SM04-Mozetič	sc-pt_sc-pt-e-l-s-t	43.13	6.06	51.33	4.89	52.95	4.69
SM04-Mozetič	sc-pt_sc-pt-e-n-s-t	43.13	6.06	51.33	4.88	52.95	4.69
SM04-Mozetič	sc-pt_sc-pt-e-l-n-t-s	43.13	6.06	51.33	4.89	52.95	4.69
SM02-Sidarenka	sc_sc-l-v-s	47.86	12.26	51.32	8.24	54.68	9.37
SM02-Sidarenka	sc_sc-v-s	47.86	12.26	51.32	8.24	54.68	9.37
SM02-Sidarenka	sc_sc-s-v	47.86	12.26	51.32	8.24	54.68	9.37
NA01-Bütow	c_r-e-l-n-t-v	44.01	16.93	51.32	13.08	50.98	13.22
SM06-Momtazi	lt-ps_lt-ps-l-n-s-t	43.8	7.34	51.32	5.95	52.48	6.26
SM03-Narr	ss-ps_ss-ps-l-n-s-t-v	44.89	10.8	51.32	7.31	52.61	7.62
RE04-Guhr	sc_r-s	53.36	7.91	51.31	4.77	58.28	5.83
SM04-Mozetič	li-pt_li-pt-t-v	44.35	11.91	51.3	8.39	52.08	8.59
SM03-Narr	ps_ps-e-n-s-t	42.98	6.05	51.3	5.22	53.48	4.98
SM03-Narr	li_li-n-s	43.22	7.55	51.29	6.47	52.79	6.7
LT01-Zehe	lt_r-t	44.05	12.12	51.29	10.62	51.07	11.26
MI03-Rauh	li_r-s-v	45.9	9.57	51.29	7.12	50.96	7.4
LT01-Zehe	ss-pt_ss-pt-e-l-n-s	43.55	9.98	51.28	9.17	51.3	9.92
MI03-Rauh	lt-pt_lt-pt-v	48.01	9.44	51.27	6.57	51.09	7.25
MI03-Rauh	lt-pt_lt-pt-e-v	48.01	9.44	51.27	6.57	51.09	7.25
SM03-Narr	lt-pt_lt-pt-l	44.41	5.98	51.27	4.93	52.8	5.02
SM04-Mozetič	li-pt_li-pt-v	44.8	11.63	51.26	8.07	52.14	8.26
NA02-Ploch	ss_r-e-l-n-t	44.66	12.05	51.26	10.87	53.84	11.04
SM02-Sidarenka	ss_r-e-n-s-t	48.64	4.19	51.26	3.44	57.93	3.05
RE01-Klinger	ss_r-e-n-s-t-v	66.95	10.06	51.26	6.12	73.88	8.06
SM03-Narr	lt-pt_lt-pt	44.33	5.98	51.25	4.98	52.77	5.07
RE04-Guhr	sc_r-n	53.11	8.35	51.25	4.61	57.79	6.51
SM01-Cieliebak	lt_r-n-v	44.51	10.21	51.25	7.66	52.17	8.18
SM03-Narr	li_li-n	43.7	7.35	51.24	5.85	52.63	6.14
RE02-Sänger	ps_ps-l-n-s-t	44.42	11.83	51.24	9.15	54.74	10.58
SM06-Momtazi	li_r-n	45.21	6.81	51.23	5.87	52.65	6.13
MI03-Rauh	ss-ps_ss-ps-t-v	45.4	8.9	51.23	5.72	51.01	5.94
SM03-Narr	lt-ps_lt-ps-s	42.69	6.54	51.23	5.51	52.8	5.61
