Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std	LT-Acc	LT-Acc-Std	LT-F1-Macro	LT-F1-Macro-Std	LT-F1-Weighted	LT-F1-Weighted-Std	MI-Acc	MI-Acc-Std	MI-F1-Macro	MI-F1-Macro-Std	MI-F1-Weighted	MI-F1-Weighted-Std	NA-Acc	NA-Acc-Std	NA-F1-Macro	NA-F1-Macro-Std	NA-F1-Weighted	NA-F1-Weighted-Std	RE-Acc	RE-Acc-Std	RE-F1-Macro	RE-F1-Macro-Std	RE-F1-Weighted	RE-F1-Weighted-Std	SM-Acc	SM-Acc-Std	SM-F1-Macro	SM-F1-Macro-Std	SM-F1-Weighted	SM-F1-Weighted-Std
li-pt_li-pt-e-l-n-s	47.39631579	10.47052632	51.12526316	8.950526316	55.05052632	9.666842105	40.92789474	6.568421053	47.22684211	6.82	47.70157895	6.815263158	42.20105263	6.998947368	48.59526316	7.3	49.83473684	6.401578947	45.55684211	12.42368421	48.37263158	17.60473684	55.79105263	9.511578947	58.26684211	7.952631579	56.28736842	3.937368421	64.01789474	7.983157895	45.08842105	7.48	51.41	6.654736842	53.48736842	8.045789474
lt-ps_lt-ps-e	49.31315789	12.68	51.12526316	9.662631579	55.14789474	11.84263158	43.10210526	5.738421053	47.87842105	6.493684211	48	6.698421053	42.05684211	8.932105263	47.29157895	9.324736842	47.89368421	8.561052632	46.11473684	15.03315789	47.49578947	17.58157895	54.47263158	12.50052632	61.55315789	11.55631579	55.73210526	4.829473684	64.56631579	11.35421053	47.44578947	8.294736842	52.63894737	7.095789474	54.83894737	9.12
lt_lt-n-t-s	47.10368421	11.45263158	51.11736842	9.407368421	54.84631579	10.11052632	42.27526316	6.057894737	48.43684211	6.924210526	49.01473684	6.527368421	44.32789474	8.047368421	50.55473684	8.524210526	51.84368421	7.12	47.54526316	13.07526316	49.92473684	18.57210526	57.77	9.541052632	60.23578947	8.665263158	57.93631579	4.434210526	65.62263158	8.219473684	39.74	5.733684211	47.65368421	5.627368421	48.82368421	5.94
lt_lt-t-s	47.10368421	11.45263158	51.11736842	9.407368421	54.84631579	10.11052632	42.27526316	6.057894737	48.43684211	6.924210526	49.01473684	6.527368421	44.32789474	8.047368421	50.55473684	8.524210526	51.84368421	7.12	47.54526316	13.07526316	49.92473684	18.57210526	57.77	9.541052632	60.23578947	8.665263158	57.93631579	4.434210526	65.62263158	8.219473684	39.74	5.733684211	47.65368421	5.627368421	48.82368421	5.94
li_li-n	47.79578947	11.96421053	51.01210526	9.298421053	54.77684211	10.75631579	43.73052632	5.394736842	48.82526316	5.505263158	49.37105263	5.643684211	45.75315789	8.266842105	51.13421053	8.898421053	52.67368421	7.426842105	47.85421053	13.24368421	49.72157895	18.09315789	57.39736842	11.18684211	60.47947368	10.12842105	57.23947368	4.517368421	64.99	9.762631579	40.25157895	5.732631579	47.49947368	5.118421053	48.71157895	5.814736842
lt_lt-n	48.38473684	12.19421053	50.97684211	9.476315789	54.80894737	11.18421053	44.06473684	5.671052632	48.65894737	6.21	49.33210526	6.063157895	46.68684211	8.623684211	51.01578947	9.18	52.79789474	7.968421053	48.85421053	14.70368421	49.84421053	17.94052632	57.65894737	12.47578947	60.41421053	10.18473684	56.65684211	4.814736842	64.37	10.17947368	41.13105263	5.893684211	47.95210526	5.531578947	49.16210526	6.294736842
li_r-l-n-s-t	46.97315789	11.80789474	50.95210526	9.641052632	54.69789474	10.41263158	42.21	6.522105263	48.36684211	7.018947368	48.82789474	6.742631579	43.90842105	8.050526316	50.34368421	8.558421053	51.53842105	7.101578947	47.08578947	13.84263158	49.69894737	19.07315789	57.30052632	10.53526316	60.48894737	9.029473684	57.92684211	4.558947368	65.79736842	8.632631579	39.57105263	5.492105263	47.36736842	5.387894737	48.66315789	5.737894737
sc-pt_sc-pt-e-l-n-t-s	47.12473684	10.90526316	50.90368421	9.196842105	54.84526316	9.981578947	40.02947368	5.619473684	46.18894737	6.078947368	46.87947368	5.784736842	42.14368421	8.062631579	48.70894737	8.215263158	49.86210526	6.992105263	45.49263158	12.40210526	48.45052632	17.72263158	55.83894737	9.585263158	58.58	8.993157895	56.67	4.531052632	64.37157895	8.338421053	44.43631579	7.555789474	50.78105263	6.634736842	52.88578947	8.13
sc-pt_sc-pt-e-l-s-t	47.12473684	10.90526316	50.90368421	9.196842105	54.84526316	9.981578947	40.02947368	5.619473684	46.18894737	6.078947368	46.87947368	5.784736842	42.14368421	8.062631579	48.70894737	8.215263158	49.86210526	6.992105263	45.49263158	12.40210526	48.45052632	17.72263158	55.83894737	9.585263158	58.58	8.993157895	56.67	4.531052632	64.37157895	8.338421053	44.43631579	7.555789474	50.78105263	6.634736842	52.88578947	8.13
sc-pt_sc-pt-e-n-s-t	47.12473684	10.90578947	50.90315789	9.196842105	54.84526316	9.982105263	40.02947368	5.619473684	46.18894737	6.078947368	46.87947368	5.784736842	42.14368421	8.062631579	48.70894737	8.215263158	49.86210526	6.992105263	45.49157895	12.40368421	48.44947368	17.72421053	55.83789474	9.586842105	58.58	8.993157895	56.67	4.531052632	64.37157895	8.338421053	44.43631579	7.555789474	50.78052632	6.634736842	52.88578947	8.13
ss_ss-n	49.13578947	12.85894737	50.89578947	9.620526316	54.79105263	11.53684211	44.30263158	5.096842105	49.10842105	5.431578947	49.01210526	5.594210526	44.68947368	8.075263158	49.20263158	8.38	50.07947368	6.906315789	48.26473684	16.99631579	49.05421053	19.74105263	56.41	13.59421053	63.16	10.17947368	57.09736842	4.077894737	66.00315789	10.29263158	42.52526316	6.674210526	48.38842105	6.297368421	49.88052632	7.336842105
ss_ss-n-l	49.13578947	12.85894737	50.89578947	9.620526316	54.79105263	11.53631579	44.30263158	5.096842105	49.10842105	5.431578947	49.01210526	5.594210526	44.68947368	8.074736842	49.20263158	8.379473684	50.07947368	6.905789474	48.26473684	16.99631579	49.05421053	19.74105263	56.41	13.59421053	63.15947368	10.17947368	57.09736842	4.077894737	66.00315789	10.29263158	42.52526316	6.674210526	48.38894737	6.297368421	49.88052632	7.336842105
li_li-s	47.59473684	12.58052632	50.85842105	9.673157895	54.59684211	11.14684211	44.19210526	6.468947368	49.92684211	6.890526316	50.08684211	7.379473684	43.68684211	8.392631579	49.34473684	8.868421053	50.57368421	7.714736842	46.91052632	14.40105263	49.08	18.73421053	56.41736842	11.40578947	61.51157895	10.44473684	57.37947368	4.584736842	65.69263158	10.05052632	39.99526316	5.989473684	47.53736842	5.333157895	48.70842105	6.37
sc-pt_sc-pt-t	47.11473684	12.25	50.85684211	9.357894737	54.57947368	10.69105263	43.84210526	4.516842105	49.45947368	4.638421053	50.37421053	4.492631579	44.17842105	8.574736842	50.11263158	8.683157895	51.48368421	7.414736842	46.28526316	11.70578947	48.74684211	17.35631579	56.33368421	9.149473684	61.36315789	10.92052632	58.55894737	4.720526316	66.20894737	9.82	38.76105263	5.366315789	46.56368421	5.208421053	47.66210526	5.623157895
lt_r-t	47.24368421	12.90526316	50.83894737	9.841578947	54.45947368	11.43789474	42.09631579	5.032631579	48.04473684	5.015789474	48.45210526	5.057368421	44.79736842	9.08	50.31736842	9.265789474	51.83052632	7.947894737	46.98842105	13.83578947	49.08	17.90947368	56.63105263	11.73	61.66368421	11.28052632	58.71105263	5.406315789	66.18157895	10.46947368	39.15263158	5.904210526	46.81526316	5.528421053	47.92421053	6.197894737
li_li-n-t-s	46.72631579	11.61368421	50.83315789	9.318947368	54.49210526	10.27578947	42.22368421	5.761578947	48.40842105	6.23	48.76894737	6.245789474	43.67315789	7.317894737	49.90315789	7.712105263	51.30210526	6.590526316	47.31263158	13.25421053	49.80578947	18.67421053	57.57105263	10.24	59.98473684	9.16	57.79894737	4.406842105	65.40473684	8.652631579	39.16105263	5.591052632	47.21789474	5.224736842	48.31315789	5.683157895
li_li-t-s	46.72631579	11.61368421	50.83315789	9.318947368	54.49210526	10.27578947	42.22368421	5.761578947	48.40842105	6.23	48.76894737	6.245789474	43.67315789	7.317894737	49.90315789	7.712105263	51.30210526	6.590526316	47.31263158	13.25421053	49.80578947	18.67421053	57.57105263	10.24	59.98473684	9.16	57.79894737	4.406842105	65.40473684	8.652631579	39.16105263	5.591052632	47.21789474	5.224736842	48.31315789	5.683157895
lt_lt-n-l-s	47.15526316	11.18578947	50.82789474	9.045789474	54.63736842	9.927368421	42.45947368	5.938421053	48.57315789	6.694210526	48.90736842	6.513157895	43.86736842	7.364210526	49.97315789	8.015789474	51.11894737	6.558421053	46.92578947	12.80894737	48.99210526	18.07	56.82315789	9.054210526	60.15473684	8.569473684	57.18105263	4.128947368	65.33368421	8.497368421	40.43052632	5.666315789	48.00526316	5.471578947	49.25684211	6.012631579
li-ps_li-ps-e-l-n-s	47.03368421	10.52578947	50.82578947	8.945263158	54.76526316	9.714736842	40.99105263	6.178947368	47.33421053	6.434210526	47.84736842	6.390526316	41.50421053	7.790526316	48.03578947	7.683157895	49.20210526	7.113157895	45.82947368	12.65263158	48.64052632	17.70894737	56.05052632	9.724736842	57.56052632	8.227368421	55.7	3.763157895	63.44631579	8.062631579	44.64631579	7.644736842	50.99684211	6.748421053	53.13105263	8.186315789
lt_lt-l	49.48736842	12.98421053	50.80947368	9.572105263	54.74736842	12.00578947	46.15631579	6.161052632	49.45	6.924736842	49.95105263	7.074210526	46.65631579	8.280526316	49.98578947	8.788421053	51.73157895	7.897894737	49.15263158	15.75789474	49.14105263	17.36842105	56.89052632	13.23947368	61.55210526	11.40736842	55.71736842	5.498421053	63.93421053	11.69473684	42.68210526	6.501578947	48.64789474	5.768421053	49.92473684	7.141578947
ss_ss	49.92947368	13.27789474	50.80421053	9.709473684	54.71421053	12.14578947	46.24736842	6.451578947	50.21789474	7.262105263	49.87473684	7.825789474	44.57631579	7.666842105	48.39947368	7.778421053	49.20421053	6.74	47.91578947	17.36263158	47.99105263	18.94842105	55.27105263	14.25842105	63.80263158	10.82052632	56.26105263	4.807894737	65.48368421	11.31473684	43.89315789	7.05	49.16	6.364736842	50.63684211	7.825263158
ss_ss-l	49.92894737	13.27789474	50.80421053	9.709473684	54.71421053	12.14578947	46.24736842	6.451578947	50.21789474	7.262105263	49.87473684	7.825789474	44.57578947	7.667368421	48.39894737	7.778947368	49.20421053	6.74	47.91578947	17.36263158	47.99105263	18.94842105	55.27105263	14.25842105	63.80263158	10.82052632	56.26105263	4.807894737	65.48368421	11.31421053	43.89315789	7.05	49.16052632	6.364736842	50.63684211	7.825263158
li-pt_li-pt-t	47.36947368	12.39105263	50.75105263	9.429473684	54.42578947	10.95842105	43.55105263	5.048421053	48.93210526	5.248947368	49.41789474	5.121052632	44.48684211	8.141578947	50.28894737	8.612105263	51.52157895	7.419473684	46.93052632	13.70473684	49.06368421	18.06157895	56.53894737	11.28157895	61.14421053	10.64	57.65526316	4.741052632	65.45210526	9.845789474	39.46526316	5.726842105	46.98368421	5.118421053	48.13789474	5.754210526
lt-pt_lt-pt-s	47.13736842	12.57	50.74210526	9.690526316	54.46473684	11.14	43.81578947	5.871578947	49.74842105	6.546842105	50.01421053	6.597368421	43.04	8.702631579	49.13473684	9.165789474	50.27421053	8.028421053	46.75842105	14.17210526	49.31526316	18.77789474	56.70157895	11.24421053	61.01473684	10.59947368	57.29368421	4.436842105	65.42368421	10.21526316	39.47315789	5.692105263	47.29736842	5.285789474	48.53473684	6.066315789
sc_sc-n-l-s	47.81473684	11.12631579	50.71526316	9.185263158	54.65684211	10.07947368	43.03	5.541052632	48.37315789	5.855263158	48.67842105	5.809473684	43.85157895	7.267368421	49.20842105	8.055263158	50.18473684	6.165789474	47.89894737	14.17894737	49.39842105	19.03631579	57.19421053	10.69947368	60.35210526	8.010526316	56.57894737	4.113684211	65.16263158	8.108947368	41.70210526	5.832631579	48.41263158	6.007894737	49.85789474	6.705263158
sc_sc-n-s	47.81526316	11.12578947	50.71526316	9.185263158	54.65684211	10.07947368	43.03	5.541052632	48.37315789	5.855263158	48.67842105	5.809473684	43.85210526	7.266842105	49.20842105	8.054210526	50.18526316	6.165263158	47.89894737	14.17894737	49.39842105	19.03631579	57.19421053	10.69947368	60.35210526	8.010526316	56.57894737	4.113684211	65.16263158	8.108947368	41.70210526	5.832631579	48.41263158	6.007894737	49.85789474	6.705263158
lt-pt_lt-pt-t	47.95789474	12.55	50.69578947	9.351578947	54.46157895	11.17578947	44.24368421	4.645789474	49.15947368	4.928947368	49.75	4.702631579	44.53631579	8.491578947	49.59105263	8.736842105	50.81842105	7.663157895	47.28421053	14.10263158	48.67842105	17.51842105	56.25473684	11.84368421	61.60157895	10.89578947	57.31736842	5.007894737	65.24263158	10.36473684	40.49315789	6.036842105	47.51052632	5.377368421	48.75684211	6.142105263
ss-pt_ss-pt-e-l-n-t-s	46.64210526	11.12473684	50.67263158	9.27	54.54105263	10.12	39.17789474	5.378947368	45.77526316	6.075263158	46.33789474	5.875789474	41.37421053	8.423157895	48.22157895	8.748947368	49.22368421	7.420526316	44.56421053	12.72578947	47.86578947	17.61	55.06631579	9.838947368	58.44789474	9.019473684	56.72684211	4.699473684	64.35526316	8.376842105	44.20894737	7.309473684	50.70789474	6.200526316	52.86105263	7.718421053
ss-pt_ss-pt-e-l-s-t	46.64210526	11.12473684	50.67263158	9.27	54.54105263	10.12	39.17789474	5.378947368	45.77526316	6.075263158	46.33789474	5.875789474	41.37421053	8.423157895	48.22157895	8.748947368	49.22368421	7.420526316	44.56421053	12.72578947	47.86578947	17.61	55.06631579	9.838947368	58.44789474	9.019473684	56.72684211	4.699473684	64.35526316	8.376842105	44.20894737	7.309473684	50.70789474	6.200526316	52.86105263	7.718421053
ss-pt_ss-pt-e-n-s-t	46.64157895	11.12526316	50.67263158	9.27	54.54052632	10.12	39.17789474	5.378947368	45.77526316	6.075263158	46.33789474	5.875789474	41.37315789	8.424210526	48.22052632	8.750526316	49.22263158	7.422105263	44.56315789	12.72736842	47.86473684	17.61105263	55.06526316	9.840526316	58.44789474	9.019473684	56.72684211	4.699473684	64.35526316	8.376842105	44.20894737	7.31	50.70789474	6.201052632	52.86052632	7.718421053
li_li-n-l-s	46.93684211	11.25842105	50.66421053	9.143684211	54.44105263	10.07315789	42.46052632	6.411578947	48.48736842	6.832631579	48.84368421	6.988947368	43.41368421	7.073157895	49.48789474	7.685789474	50.70842105	6.323157895	47.08578947	13.07578947	49.27736842	18.40789474	57.04157895	9.728947368	59.82157895	8.498421053	57.06052632	4.034736842	65.07842105	8.496315789	40.12368421	5.728421053	47.70368421	5.483157895	48.94	6.068947368
lt-ps_lt-ps-e-l-n-s	46.74578947	10.47	50.62684211	8.770526316	54.58684211	9.575789474	40.67947368	5.087894737	47.36421053	5.794736842	47.82263158	5.501052632	41.39526316	8.150526316	48.12473684	8.171052632	49.11842105	7.521578947	45.00263158	12.20631579	47.75842105	17.15789474	55.19263158	8.816842105	57.46105263	8.245789474	55.56	4.096315789	63.46368421	8.074736842	44.39473684	7.607368421	50.83105263	6.591578947	53.00421053	8.089473684
sc-ps_sc-ps-e-l-n-t-s	46.68	10.93947368	50.59684211	9.224210526	54.49210526	10.02	40.05473684	5.395263158	46.36368421	5.945789474	47.11105263	5.627368421	41.56736842	8.427894737	48.10736842	8.518947368	49.20947368	7.552105263	45.29736842	12.57894737	48.36	17.85894737	55.63631579	9.942631579	57.93684211	9.198947368	56.31842105	4.535263158	63.87263158	8.545789474	43.86157895	7.699473684	50.30631579	6.667368421	52.43842105	8.164210526
sc-ps_sc-ps-e-l-s-t	46.68	10.93947368	50.59684211	9.224210526	54.49210526	10.02	40.05473684	5.395263158	46.36368421	5.945789474	47.11105263	5.627368421	41.56736842	8.427894737	48.10736842	8.518947368	49.20947368	7.552105263	45.29736842	12.57894737	48.36	17.85894737	55.63631579	9.942631579	57.93684211	9.198947368	56.31842105	4.535263158	63.87263158	8.545789474	43.86157895	7.699473684	50.30631579	6.667368421	52.43842105	8.164210526
sc-ps_sc-ps-e-n-s-t	46.68	10.94	50.59631579	9.224210526	54.49210526	10.02	40.05473684	5.395263158	46.36368421	5.945789474	47.11105263	5.627368421	41.56736842	8.427894737	48.10736842	8.518947368	49.20947368	7.552105263	45.29631579	12.58052632	48.35947368	17.86	55.63526316	9.944210526	57.93684211	9.198947368	56.31842105	4.535263158	63.87263158	8.545789474	43.86157895	7.699473684	50.30578947	6.667368421	52.43842105	8.164210526
ss_ss-n-l-s	47.41157895	11.51368421	50.58052632	9.316842105	54.36	10.38578947	41.79947368	5.202631579	47.59789474	5.570526316	47.78736842	5.498947368	42.95631579	6.872631579	48.65684211	7.588947368	49.39473684	5.947894737	47.62210526	14.96	49.51894737	19.54684211	57.00105263	11.29631579	60.73210526	8.006842105	57.01	3.887894737	65.46842105	8.174736842	41.23894737	6.082105263	48.21	6.046842105	49.55263158	6.794210526
ss_ss-n-s	47.41157895	11.51368421	50.58052632	9.316842105	54.36	10.38578947	41.79947368	5.202631579	47.59789474	5.570526316	47.78736842	5.498947368	42.95631579	6.872631579	48.65684211	7.589473684	49.39473684	5.947894737	47.62210526	14.96	49.51894737	19.54736842	57.00105263	11.29631579	60.73210526	8.006842105	57.01	3.887894737	65.46842105	8.174736842	41.23894737	6.082105263	48.21	6.046842105	49.55263158	6.794210526
li_r-t	46.74	12.70421053	50.57473684	9.667368421	54.17368421	11.20315789	41.96473684	4.685263158	48.01052632	4.381052632	48.35894737	4.526842105	44.23736842	8.504210526	50.23	8.897894737	51.60473684	7.581578947	46.39368421	13.34263158	48.86947368	18.19052632	56.24526316	11.38631579	61.21157895	11.13631579	58.35	5.027368421	65.98421053	10.15210526	38.49105263	5.792631579	46.40631579	5.315263158	47.48631579	5.88
ss_r-e-l-n-t-s-v	48.28125	9.945	50.5675	8.09125	54.83125	8.84	41.87875	7.04625	46.38	5.3675	47.92	6.0325	45.50875	10.545	49.9625	9.5325	51.7075	8.51375	43.3725	6.1425	45.665	11.91	53.765	5.06125	58.515	7.43	55.2125	4.30375	62.8075	7.38375	46.79625	7.6725	51.545	6.13875	53.72625	7.705
ss_r-e-l-s-t-v	48.28125	9.945	50.5675	8.09125	54.83125	8.84	41.87875	7.04625	46.38	5.3675	47.92	6.0325	45.50875	10.545	49.9625	9.5325	51.7075	8.51375	43.3725	6.1425	45.665	11.91	53.765	5.06125	58.515	7.43	55.2125	4.30375	62.8075	7.38375	46.79625	7.6725	51.545	6.13875	53.72625	7.705
sc-ps_sc-ps-t	46.61157895	12.38263158	50.56315789	9.497894737	54.24	10.8	43.6	4.272105263	49.31368421	4.340526316	50.31368421	4.145789474	43.39052632	8.615263158	49.57105263	8.711578947	50.82105263	7.650526316	45.99631579	11.85842105	48.72263158	17.69421053	56.20947368	9.212105263	60.99894737	11.33473684	58.44368421	4.915263158	66.02421053	10.12105263	38.04578947	5.483157895	46.03631579	5.344210526	47.10684211	5.685263158
ss_r-e-l-n-s-v	48.46125	9.8075	50.51	7.99625	54.82125	8.75125	41.555	6.7725	45.88625	5.0575	47.38	5.80375	45.8375	9.89625	49.99125	8.9225	51.8175	7.67125	43.98	6.17625	45.94625	12.03375	54.175	4.91	58.3725	7.08	54.78125	4.03375	62.5	7.1825	47.21125	7.65125	51.79875	6.2325	53.9675	7.78
li_li-l	49.03421053	13.21894737	50.50315789	9.705263158	54.44105263	12.04	45.00210526	6.705263158	48.87842105	7.184736842	48.79157895	7.964210526	44.89842105	8.380526316	49.32210526	8.914210526	50.55	7.565263158	47.86368421	15.78052632	48.26105263	18.01210526	55.79631579	12.94157895	62.65263158	11.28263158	56.33263158	4.970526316	65.17157895	11.19789474	42.35315789	6.497368421	48.17	5.557894737	49.59421053	7.041052632
li-ps_li-ps-t	46.98473684	12.44368421	50.47842105	9.463157895	54.10736842	11.04263158	43.56105263	5.032105263	49.00684211	4.989473684	49.46157895	4.986842105	43.85473684	8.421052632	49.76736842	8.763157895	50.96105263	7.819473684	47.14421053	14.04052632	49.36684211	18.44	56.78263158	11.63947368	60.52	10.99894737	57.26631579	4.627894737	64.96157895	10.05	38.90473684	5.518947368	46.47052632	4.989473684	47.61894737	5.696842105
ps_ps-e-l-n-t-v	47.93125	11.8175	50.45625	8.97	54.61625	10.4175	42.215	4.22125	47.445	3.56875	48.22375	3.66125	41.405	7.79375	46.8625	8.36375	48.5675	7.1375	43.89875	10.4125	45.33875	13.3875	53.51	8.1975	60.48125	12.0575	57.13875	5.69625	64.6975	10.77125	45.60625	8.6275	50.755	7.19375	52.98375	8.73375
li_li	48.11157895	12.37052632	50.45473684	9.231578947	54.32578947	11.23684211	44.88736842	6.452631579	49.11894737	6.709473684	49.41789474	7.291578947	45.22105263	8.083157895	50.00526316	8.879473684	51.52842105	7.516842105	47.42105263	13.35631579	48.61263158	17.20421053	56.20789474	11.56578947	60.70368421	10.47947368	55.93	4.778947368	64.26842105	10.27315789	41.02210526	5.943157895	47.70684211	4.965789474	48.95526316	6.201578947
c_r-e-l-n-t	47.31526316	12.67578947	50.41578947	9.663684211	54.33842105	11.51	41.84210526	5.340526316	47.82421053	4.995263158	48.15	5.367368421	40.63421053	7.262631579	46.81842105	8.131578947	48.26578947	7.059473684	42.42526316	11.98210526	44.97157895	15.36947368	52.13	10.09578947	60.82947368	12.52526316	57.49526316	6.304736842	65.24736842	11.65421053	44.57789474	8.362105263	50.32842105	7.479473684	52.48315789	9.061052632
